x,y
0.0,6.575221505045192e-07
0.6688963210702341,6.027860217727721e-05
1.3377926421404682,-9.526705980533734e-05
2.0066889632107023,1.4335465493786614e-05
2.6755852842809364,7.2947506851051e-05
3.3444816053511706,-6.88806221660343e-06
4.013377926421405,-0.00017747702077031136
4.682274247491639,2.1141961042303592e-05
5.351170568561873,5.1577313570305705e-05
6.020066889632107,-0.00016838143346831203
6.688963210702341,-0.00011532291682669893
7.357859531772576,9.772102202987298e-05
8.02675585284281,-2.3870643417467363e-05
8.695652173913043,0.0008158194832503796
9.364548494983278,9.096140274778008e-06
10.033444816053512,0.00034879971644841135
10.702341137123746,0.00024732385645620525
11.37123745819398,-0.04915100336074829
12.040133779264213,0.004630464129149914
12.709030100334449,0.0007482733344659209
13.377926421404682,6.403477891581133e-05
14.046822742474916,-0.0003919659648090601
14.715719063545151,0.008491071872413158
15.384615384615385,-0.09447957575321198
16.05351170568562,0.7413126230239868
16.722408026755854,11.439534187316895
17.391304347826086,4.438249588012695
18.06020066889632,-4.822970390319824
18.729096989966557,4.945817470550537
19.39799331103679,53.51714324951172
20.066889632107024,134.01100158691406
20.735785953177256,-17.73395538330078
21.40468227424749,-120.98515319824219
22.073578595317727,-105.26979064941406
22.74247491638796,56.263916015625
23.411371237458194,-51.74205780029297
24.080267558528426,9.162614822387695
24.74916387959866,129.25303649902344
25.418060200668897,54.09101104736328
26.08695652173913,3.689997673034668
26.755852842809364,5.425928592681885
27.4247491638796,56.885040283203125
28.093645484949832,40.62846755981445
28.762541806020067,-17.074684143066406
29.431438127090303,36.63382339477539
30.100334448160535,-8.329021453857422
30.76923076923077,-30.281883239746094
31.438127090301002,29.87867546081543
32.10702341137124,7.682772159576416
32.77591973244147,20.19269561767578
33.44481605351171,43.159969329833984
34.11371237458194,-32.2726936340332
34.78260869565217,91.21964263916016
35.45150501672241,-118.48860168457031
36.12040133779264,-19.897069931030273
36.78929765886288,8.065505027770996
37.458193979933114,-8.339187622070312
38.12709030100334,4.435966968536377
38.79598662207358,-7.092707633972168
39.46488294314381,-13.062260627746582
40.13377926421405,-18.999868392944336
40.802675585284284,-3.5502233505249023
41.47157190635451,53.636741638183594
42.14046822742475,13.152778625488281
42.80936454849498,2.965183973312378
43.47826086956522,23.239166259765625
44.147157190635454,17.452821731567383
44.81605351170568,8.720022201538086
45.48494983277592,0.018599864095449448
46.15384615384615,-5.305959224700928
46.82274247491639,-0.6146473288536072
47.491638795986624,2.1385273933410645
48.16053511705685,0.9557458758354187
48.82943143812709,-5.859982967376709
49.49832775919732,8.94874382019043
50.16722408026756,-12.686795234680176
50.836120401337794,-19.887313842773438
51.50501672240803,-19.955678939819336
52.17391304347826,13.7830228805542
52.84280936454849,9.657840728759766
53.51170568561873,-2.164609670639038
54.180602006688964,10.403823852539062
54.8494983277592,-11.691129684448242
55.51839464882943,-13.213427543640137
